Brand,Model,Fuel_Type,Horsepower,CO2_g_km,MSRP_USD,Country,Month,Sales_Volume
Kia,Model A,Petrol,399,117,58211,Japan,2020-06-30,1100
Audi,Model C,Electric,103,78,36045,Brazil,2020-06-30,129
Hyundai,Model B,Petrol,464,126,59705,Canada,2020-06-30,1649
Audi,Model A,Hybrid,263,155,48152,France,2020-06-30,402
Hyundai,Model E,Diesel,324,125,103708,UK,2020-06-30,19
Ford,Model C,Hybrid,70,121,43057,Germany,2020-06-30,1968
Ford,Model B,Hybrid,180,164,71733,Brazil,2020-06-30,1802
Volkswagen,Model D,Electric,405,103,53594,Canada,2020-06-30,1406
Ford,Model C,Diesel,151,87,74484,Italy,2020-06-30,1381
Volkswagen,Model D,Hybrid,87,111,103728,Brazil,2020-06-30,1857
Audi,Model C,Electric,381,74,38162,UK,2020-06-30,866
Toyota,Model E,Petrol,393,222,22445,Japan,2020-06-30,225
Nissan,Model E,Hybrid,215,58,25058,Brazil,2020-06-30,1156
Nissan,Model A,Petrol,411,171,24370,Italy,2020-06-30,512
BMW,Model E,Hybrid,331,82,48242,France,2020-06-30,11
Honda,Model C,Petrol,319,75,60929,Spain,2020-06-30,429
Hyundai,Model C,Hybrid,407,240,85124,Germany,2020-06-30,43
Hyundai,Model C,Diesel,113,52,61816,Japan,2020-06-30,1755
Audi,Model E,Hybrid,377,124,97495,Spain,2020-06-30,114
Kia,Model E,Diesel,166,194,19674,Canada,2020-06-30,1728
Ford,Model B,Hybrid,154,156,100216,USA,2020-06-30,1252
Honda,Model C,Electric,396,208,104837,Japan,2020-06-30,1245
Volkswagen,Model B,Hybrid,170,180,114926,Canada,2020-06-30,1772
Toyota,Model C,Hybrid,431,196,19929,Spain,2020-06-30,209
Ford,Model E,Diesel,226,81,47823,UK,2020-06-30,1500
Kia,Model A,Electric,139,132,69168,Brazil,2020-06-30,1973
Kia,Model C,Electric,141,82,114375,Germany,2020-06-30,256
Hyundai,Model C,Diesel,121,133,104923,Italy,2020-06-30,324
Honda,Model D,Petrol,144,184,73636,Japan,2020-06-30,910
Ford,Model E,Diesel,239,217,32354,UK,2020-06-30,861
Hyundai,Model B,Hybrid,373,69,35526,UK,2020-06-30,1034
Kia,Model C,Petrol,491,92,86720,France,2020-06-30,572
Nissan,Model C,Hybrid,220,165,85170,Italy,2020-06-30,215
Audi,Model D,Hybrid,328,238,51957,Canada,2020-06-30,1551
Volkswagen,Model B,Electric,255,128,61523,Japan,2020-06-30,1377
Ford,Model A,Hybrid,157,64,63666,UK,2020-06-30,877
Nissan,Model D,Diesel,303,113,39213,China,2020-06-30,1985
Mercedes,Model B,Diesel,298,201,95208,USA,2020-06-30,615
BMW,Model C,Diesel,402,225,116918,UK,2020-06-30,79
Nissan,Model C,Electric,293,86,101716,UK,2020-06-30,1397
Volkswagen,Model E,Petrol,358,206,32577,Japan,2020-06-30,864
Honda,Model D,Electric,309,240,67721,Italy,2020-06-30,555
Volkswagen,Model D,Diesel,379,186,20636,Japan,2020-06-30,1694
BMW,Model A,Hybrid,222,96,61958,China,2020-06-30,917
Audi,Model B,Diesel,394,51,92569,Spain,2020-06-30,1612
Audi,Model E,Electric,258,198,48485,Canada,2020-06-30,146
Volkswagen,Model D,Diesel,399,177,63463,Japan,2020-06-30,1436
Mercedes,Model A,Hybrid,223,201,115747,Japan,2020-06-30,240
Volkswagen,Model B,Diesel,164,131,94433,Spain,2020-06-30,1586
Hyundai,Model A,Diesel,363,139,83246,France,2020-06-30,768
Mercedes,Model B,Hybrid,487,63,79339,Canada,2020-06-30,412
Audi,Model B,Electric,383,164,113716,Japan,2020-06-30,1864
Toyota,Model B,Electric,473,227,54311,Italy,2020-06-30,1288
Kia,Model A,Hybrid,92,112,60091,Brazil,2020-06-30,794
Mercedes,Model E,Electric,141,137,41356,USA,2020-06-30,146
Mercedes,Model C,Electric,480,235,18885,USA,2020-06-30,1600
Volkswagen,Model E,Electric,408,166,51630,USA,2020-06-30,1491
Audi,Model C,Petrol,199,69,74984,Italy,2020-06-30,488
Audi,Model A,Petrol,299,158,108040,UK,2020-06-30,934
Kia,Model D,Hybrid,136,104,82039,Spain,2020-06-30,797
BMW,Model C,Hybrid,401,122,83095,Italy,2020-06-30,1016
BMW,Model D,Diesel,374,159,24440,France,2020-06-30,1497
Ford,Model C,Electric,304,223,66144,Germany,2020-06-30,193
Nissan,Model C,Diesel,408,196,31418,Italy,2020-06-30,1781
Kia,Model B,Hybrid,471,58,106914,Canada,2020-06-30,476
Mercedes,Model C,Diesel,111,154,89371,Italy,2020-06-30,487
Kia,Model C,Petrol,160,197,89168,Italy,2020-06-30,511
Audi,Model C,Hybrid,454,183,60120,China,2020-06-30,1206
Mercedes,Model E,Electric,242,142,89711,Spain,2020-06-30,1304
Nissan,Model B,Petrol,190,182,113547,USA,2020-06-30,976
Nissan,Model E,Electric,483,169,60846,Spain,2020-06-30,1630
Kia,Model E,Hybrid,105,221,116012,Canada,2020-06-30,384
Volkswagen,Model A,Hybrid,248,112,64161,USA,2020-06-30,689
Ford,Model B,Diesel,109,137,17730,China,2020-06-30,1098
Nissan,Model D,Diesel,450,96,109219,Spain,2020-06-30,425
Audi,Model B,Diesel,333,52,48788,China,2020-06-30,48
Nissan,Model B,Petrol,360,187,64823,Italy,2020-06-30,1285
Toyota,Model B,Petrol,177,151,15003,Canada,2020-06-30,812
Toyota,Model B,Hybrid,192,161,115757,China,2020-06-30,197
Audi,Model B,Electric,247,92,83748,UK,2020-06-30,1145
BMW,Model D,Electric,211,82,39476,China,2020-06-30,1863
Mercedes,Model A,Diesel,358,73,56061,UK,2020-06-30,1616
Mercedes,Model E,Petrol,91,152,77119,Germany,2020-06-30,965
Ford,Model A,Petrol,287,247,70199,Japan,2020-06-30,1606
Nissan,Model E,Hybrid,342,123,45374,Germany,2020-06-30,1154
Toyota,Model B,Hybrid,70,117,117318,Brazil,2020-06-30,1219
Audi,Model C,Petrol,327,149,104833,Germany,2020-06-30,1923
Honda,Model E,Hybrid,382,220,28392,China,2020-06-30,111
Honda,Model E,Petrol,386,226,69125,UK,2020-06-30,688
Nissan,Model E,Hybrid,319,116,67860,Germany,2020-06-30,414
Volkswagen,Model E,Hybrid,345,97,89200,Spain,2020-06-30,358
Honda,Model D,Diesel,403,192,17323,Japan,2020-06-30,958
Nissan,Model B,Petrol,255,100,99065,UK,2020-06-30,1108
Kia,Model D,Diesel,420,180,58806,Japan,2020-06-30,164
Hyundai,Model E,Electric,432,170,79065,Spain,2020-06-30,225
Kia,Model C,Diesel,322,190,86641,Brazil,2020-06-30,943
Nissan,Model A,Petrol,188,166,70390,Japan,2020-06-30,1262
Volkswagen,Model C,Diesel,113,181,81300,UK,2020-06-30,923
Nissan,Model D,Hybrid,113,204,81423,USA,2020-06-30,41
Ford,Model A,Petrol,176,155,99300,Italy,2020-06-30,1733
Volkswagen,Model A,Diesel,373,148,119988,Italy,2020-06-30,1617
Toyota,Model A,Petrol,302,74,49575,UK,2020-06-30,1034
Kia,Model D,Diesel,320,196,17814,Germany,2020-06-30,910
Volkswagen,Model C,Hybrid,120,123,60708,Brazil,2020-06-30,1590
BMW,Model D,Petrol,133,148,86951,Japan,2020-06-30,1119
Mercedes,Model A,Petrol,414,187,54570,France,2020-06-30,834
Audi,Model D,Diesel,166,219,77586,Italy,2020-06-30,858
Audi,Model A,Hybrid,72,66,33674,UK,2020-06-30,967
Hyundai,Model E,Petrol,387,50,55749,China,2020-06-30,1046
Volkswagen,Model D,Electric,102,128,37191,USA,2020-06-30,488
Ford,Model C,Electric,171,122,35010,Brazil,2020-06-30,1864
Honda,Model B,Diesel,438,213,33512,Germany,2020-06-30,1842
Nissan,Model B,Electric,71,201,78745,Brazil,2020-06-30,1826
Honda,Model E,Hybrid,484,72,73149,UK,2020-06-30,1155
Nissan,Model D,Diesel,253,76,118346,Japan,2020-06-30,1449
Volkswagen,Model C,Hybrid,266,128,16000,China,2020-06-30,1656
BMW,Model C,Petrol,423,207,105604,France,2020-06-30,398
Toyota,Model E,Electric,287,213,60971,Brazil,2020-06-30,875
Ford,Model D,Petrol,262,78,92634,USA,2020-06-30,88
Volkswagen,Model D,Hybrid,469,163,27931,Japan,2020-06-30,1658
Honda,Model C,Petrol,172,54,110669,UK,2020-06-30,306
BMW,Model C,Electric,144,142,52073,Germany,2020-06-30,1242
Honda,Model A,Petrol,478,72,43484,Brazil,2020-06-30,640
Volkswagen,Model C,Electric,193,92,87658,UK,2020-06-30,1711
Audi,Model D,Diesel,375,58,27325,Spain,2020-06-30,755
Volkswagen,Model A,Petrol,222,102,35440,Spain,2020-06-30,857
Toyota,Model B,Hybrid,202,58,28388,Spain,2020-06-30,1225
Mercedes,Model C,Electric,119,213,55879,Brazil,2020-06-30,689
Nissan,Model E,Electric,141,108,100717,Canada,2020-06-30,957
Toyota,Model E,Hybrid,297,154,108704,France,2020-06-30,795
BMW,Model E,Electric,341,58,26371,Japan,2020-06-30,1123
Honda,Model C,Petrol,482,92,21237,Germany,2020-06-30,386
Honda,Model D,Electric,112,154,18955,Italy,2020-06-30,47
Mercedes,Model C,Electric,317,60,41567,Spain,2020-06-30,1940
Honda,Model B,Hybrid,112,199,102321,China,2020-06-30,879
Mercedes,Model B,Petrol,148,146,70336,Canada,2020-06-30,1668
Toyota,Model B,Petrol,109,53,104787,France,2020-06-30,904
Mercedes,Model C,Hybrid,465,240,107883,China,2020-06-30,1212
Ford,Model C,Electric,491,218,98925,Germany,2020-06-30,1417
Honda,Model B,Hybrid,304,95,102230,France,2020-06-30,366
BMW,Model D,Petrol,99,93,83530,Italy,2020-06-30,1637
Toyota,Model A,Electric,167,114,94493,Japan,2020-06-30,1741
Ford,Model C,Diesel,404,126,107101,China,2020-06-30,1158
Toyota,Model B,Petrol,362,235,35786,UK,2020-06-30,246
Kia,Model A,Petrol,307,234,78718,Japan,2020-06-30,320
Mercedes,Model C,Hybrid,343,58,107873,Germany,2020-06-30,589
Toyota,Model E,Electric,246,169,108047,Japan,2020-06-30,40
Honda,Model A,Diesel,230,236,25477,UK,2020-06-30,1553
Nissan,Model E,Diesel,169,109,108090,Japan,2020-06-30,1712
Hyundai,Model B,Diesel,356,93,114137,Brazil,2020-06-30,850
Ford,Model A,Petrol,341,166,15380,USA,2020-06-30,1907
Toyota,Model A,Electric,114,232,110369,Japan,2020-06-30,1674
Honda,Model B,Hybrid,373,71,57488,Spain,2020-06-30,1461
Hyundai,Model D,Hybrid,463,213,66826,Italy,2020-06-30,320
Kia,Model B,Diesel,152,218,51058,USA,2020-06-30,838
Mercedes,Model D,Hybrid,154,99,43737,Brazil,2020-06-30,1227
BMW,Model A,Electric,340,215,33708,Japan,2020-06-30,1007
Volkswagen,Model C,Hybrid,281,242,82829,Italy,2020-06-30,1413
BMW,Model D,Diesel,84,145,34519,Brazil,2020-06-30,175
Mercedes,Model A,Hybrid,448,198,80503,Canada,2020-06-30,678
Hyundai,Model E,Petrol,177,139,31379,UK,2020-06-30,1888
Hyundai,Model D,Petrol,489,233,28433,Brazil,2020-06-30,627
BMW,Model A,Petrol,241,232,103807,Japan,2020-06-30,856
Toyota,Model A,Hybrid,465,137,53458,Canada,2020-06-30,1852
Mercedes,Model A,Diesel,135,223,29517,France,2020-06-30,1193
Hyundai,Model E,Diesel,333,129,113680,China,2020-06-30,804
BMW,Model C,Petrol,102,117,17825,USA,2020-06-30,1824
Hyundai,Model E,Hybrid,307,83,48603,Spain,2020-06-30,1588
Kia,Model D,Hybrid,234,128,52276,Spain,2020-06-30,287
Honda,Model A,Diesel,459,248,20140,Spain,2020-06-30,318
Honda,Model A,Electric,414,207,82272,Italy,2020-06-30,1249
Mercedes,Model E,Electric,387,240,84883,Brazil,2020-06-30,138
Ford,Model A,Diesel,176,169,49170,Japan,2020-06-30,370
BMW,Model C,Electric,250,180,81013,UK,2020-06-30,1899
Toyota,Model B,Hybrid,316,215,15901,USA,2020-06-30,67
BMW,Model C,Electric,278,182,36732,Spain,2020-06-30,109
BMW,Model A,Petrol,468,229,84893,USA,2020-06-30,1038
BMW,Model C,Petrol,165,75,73650,Brazil,2020-06-30,1544
Ford,Model A,Electric,426,211,18943,Spain,2020-06-30,570
Honda,Model B,Diesel,122,78,102675,China,2020-06-30,1853
BMW,Model A,Diesel,330,155,118514,Germany,2020-06-30,1088
Kia,Model E,Diesel,200,198,105954,France,2020-06-30,788
Ford,Model C,Hybrid,330,175,117684,Italy,2020-06-30,1646
Audi,Model B,Petrol,251,131,114385,UK,2020-06-30,157
Honda,Model D,Petrol,254,84,28084,USA,2020-06-30,1249
Toyota,Model A,Petrol,427,149,90159,China,2020-06-30,1576
Hyundai,Model B,Diesel,467,194,90112,UK,2020-06-30,1425
Audi,Model C,Electric,306,191,90856,France,2020-06-30,1432
Volkswagen,Model A,Electric,293,245,40304,Germany,2020-06-30,1729
BMW,Model A,Hybrid,326,77,57180,USA,2020-06-30,1955
Hyundai,Model C,Electric,409,80,75081,Italy,2020-06-30,633
Audi,Model B,Electric,244,159,107076,France,2020-06-30,601
Honda,Model C,Petrol,242,189,74931,Japan,2020-06-30,1487
BMW,Model C,Hybrid,115,178,56229,Spain,2020-06-30,1525
Nissan,Model A,Hybrid,241,184,73168,UK,2020-06-30,969
Kia,Model A,Electric,280,244,92310,USA,2020-06-30,1410
Audi,Model E,Petrol,292,115,118929,Japan,2020-06-30,216
Toyota,Model C,Electric,458,227,100902,Spain,2020-06-30,1284
Hyundai,Model B,Diesel,439,77,85289,France,2020-06-30,1170
Toyota,Model E,Hybrid,258,223,77865,USA,2020-06-30,147
Kia,Model B,Diesel,290,98,102451,Canada,2020-06-30,1015
Ford,Model B,Hybrid,248,122,21583,Italy,2020-06-30,1295
Nissan,Model C,Electric,403,90,62490,France,2020-06-30,1497
Mercedes,Model D,Diesel,83,205,115541,Canada,2020-06-30,835
Audi,Model C,Petrol,253,75,74285,USA,2020-06-30,1976
BMW,Model E,Electric,463,110,48047,Brazil,2020-06-30,1965
Audi,Model C,Diesel,479,57,87398,France,2020-06-30,1009
Nissan,Model C,Diesel,293,115,38663,Spain,2020-06-30,678
Hyundai,Model A,Hybrid,382,96,57871,Japan,2020-06-30,1879
Honda,Model D,Hybrid,494,129,74695,USA,2020-06-30,1089
Audi,Model B,Diesel,339,227,112906,UK,2020-06-30,706
Nissan,Model B,Diesel,97,226,46994,Brazil,2020-06-30,1333
Kia,Model A,Petrol,109,189,103727,Canada,2020-06-30,1693
Toyota,Model D,Electric,96,189,58061,China,2020-06-30,702
Mercedes,Model A,Diesel,212,213,31468,USA,2020-06-30,1550
Audi,Model C,Petrol,175,156,88043,France,2020-06-30,1280
Nissan,Model C,Petrol,135,91,17110,Canada,2020-06-30,1323
BMW,Model C,Diesel,448,176,113151,Brazil,2020-06-30,1896
Toyota,Model E,Electric,445,135,102185,China,2020-06-30,1329
Audi,Model B,Petrol,218,92,85195,Italy,2020-06-30,1616
Nissan,Model A,Hybrid,427,64,91067,Brazil,2020-06-30,919
Audi,Model E,Electric,378,123,36120,UK,2020-06-30,1303
Hyundai,Model D,Electric,333,207,108848,Italy,2020-06-30,1074
Volkswagen,Model B,Hybrid,217,244,102741,Spain,2020-06-30,867
BMW,Model A,Hybrid,87,207,33607,Brazil,2020-06-30,905
Honda,Model A,Electric,136,222,56828,Germany,2020-06-30,1315
Ford,Model A,Diesel,429,115,91934,UK,2020-06-30,381
Toyota,Model D,Electric,441,152,17266,Canada,2020-06-30,125
Honda,Model B,Electric,137,54,81487,UK,2020-06-30,1652
Hyundai,Model A,Diesel,75,117,20952,Spain,2020-06-30,123
Nissan,Model D,Electric,350,99,101566,France,2020-06-30,1042
Nissan,Model B,Petrol,285,206,67972,Spain,2020-06-30,1814
Nissan,Model B,Hybrid,120,203,56379,Italy,2020-06-30,991
Toyota,Model D,Diesel,118,106,102038,France,2020-06-30,1459
Hyundai,Model B,Petrol,426,183,17121,Italy,2020-06-30,1065
Hyundai,Model B,Diesel,209,137,96527,USA,2020-06-30,1079
Nissan,Model D,Electric,277,73,45292,USA,2020-06-30,1674
Nissan,Model E,Hybrid,356,102,93771,France,2020-06-30,1429
Toyota,Model A,Petrol,247,107,28635,Japan,2020-06-30,259
Volkswagen,Model E,Hybrid,383,82,35428,France,2020-06-30,1228
Mercedes,Model C,Electric,93,136,53962,USA,2020-06-30,1859
Honda,Model C,Diesel,430,233,60497,USA,2020-06-30,599
Audi,Model C,Electric,158,98,90365,Spain,2020-06-30,1333
Honda,Model B,Electric,370,115,88096,Canada,2020-06-30,679
Audi,Model A,Hybrid,276,241,84042,Italy,2020-06-30,1294
Hyundai,Model E,Hybrid,77,180,59875,Canada,2020-06-30,964
Audi,Model E,Hybrid,182,155,68527,Spain,2020-06-30,1458
Toyota,Model D,Hybrid,419,159,115630,France,2020-06-30,1136
BMW,Model B,Electric,493,169,65272,China,2020-06-30,1302
Ford,Model B,Electric,388,169,58891,France,2020-06-30,383
Mercedes,Model C,Diesel,98,132,102475,Canada,2020-06-30,771
Hyundai,Model B,Electric,352,243,104180,UK,2020-06-30,1109
Ford,Model D,Hybrid,270,194,20738,France,2020-06-30,1034
Toyota,Model D,Electric,105,96,96489,Brazil,2020-06-30,1546
Nissan,Model D,Electric,199,117,74048,USA,2020-06-30,709
Audi,Model A,Hybrid,402,113,97916,Canada,2020-06-30,304
Audi,Model B,Petrol,474,226,60765,Spain,2020-06-30,1668
BMW,Model A,Diesel,176,196,40403,USA,2020-06-30,1310
Toyota,Model E,Diesel,258,84,112646,Japan,2020-06-30,534
Nissan,Model E,Hybrid,488,176,40989,Germany,2020-06-30,1701
Volkswagen,Model A,Diesel,157,113,26623,USA,2020-06-30,481
Hyundai,Model A,Electric,288,142,81230,Germany,2020-06-30,1947
Volkswagen,Model D,Diesel,290,51,52370,Italy,2020-06-30,758
Hyundai,Model D,Diesel,131,188,63177,China,2020-06-30,98
Hyundai,Model C,Hybrid,155,69,68449,Germany,2020-06-30,814
Hyundai,Model A,Electric,252,224,101742,Spain,2020-06-30,1346
Kia,Model E,Hybrid,394,126,96231,USA,2020-06-30,790
Kia,Model A,Electric,331,50,101949,Canada,2020-06-30,72
Ford,Model C,Diesel,113,65,106649,Italy,2020-06-30,1868
Kia,Model C,Petrol,137,189,20532,France,2020-06-30,557
BMW,Model B,Electric,449,54,23723,Canada,2020-06-30,827
Hyundai,Model B,Electric,189,85,33059,Japan,2020-06-30,903
Mercedes,Model A,Petrol,206,186,19238,France,2020-06-30,1175
BMW,Model B,Petrol,236,208,38810,UK,2020-06-30,181
BMW,Model B,Hybrid,90,176,59622,France,2020-06-30,981
Audi,Model C,Diesel,371,99,51318,Spain,2020-06-30,655
Honda,Model E,Electric,374,238,15470,China,2020-06-30,1331
Mercedes,Model D,Electric,217,203,85836,Germany,2020-06-30,1658
Kia,Model C,Petrol,245,112,112898,Germany,2020-06-30,758
Honda,Model B,Diesel,99,190,101126,Canada,2020-06-30,1302
Mercedes,Model E,Diesel,441,197,102590,USA,2020-06-30,188
Hyundai,Model C,Petrol,427,166,53879,Germany,2020-06-30,385
Mercedes,Model C,Electric,461,104,71312,China,2020-06-30,1865
Volkswagen,Model A,Hybrid,488,92,84620,France,2020-06-30,1100
Nissan,Model A,Diesel,241,59,15680,USA,2020-06-30,1664
Nissan,Model E,Electric,379,115,80709,Germany,2020-06-30,1922
Kia,Model D,Hybrid,72,57,93770,France,2020-06-30,55
Nissan,Model E,Hybrid,467,92,29153,France,2020-06-30,801
Honda,Model B,Diesel,333,185,36815,Canada,2020-06-30,928
Ford,Model D,Petrol,176,98,79825,Japan,2020-06-30,1946
BMW,Model D,Hybrid,432,131,115340,USA,2020-06-30,618
Mercedes,Model B,Hybrid,383,155,60010,Germany,2020-06-30,109
Volkswagen,Model A,Hybrid,478,124,66514,UK,2020-06-30,711
Honda,Model C,Petrol,263,210,17780,Spain,2020-06-30,1535
Volkswagen,Model A,Petrol,213,91,70339,Italy,2020-06-30,741
BMW,Model E,Electric,154,242,87097,Japan,2020-06-30,1706
BMW,Model C,Hybrid,239,134,74620,France,2020-06-30,1929
Mercedes,Model A,Petrol,463,144,22317,Germany,2020-06-30,1603
Audi,Model A,Diesel,323,53,92463,Spain,2020-06-30,165
Toyota,Model E,Hybrid,166,168,66202,China,2020-06-30,768
Audi,Model E,Petrol,362,165,27915,UK,2020-06-30,1279
Nissan,Model C,Diesel,143,124,104824,Brazil,2020-06-30,36
Ford,Model E,Hybrid,136,179,77397,USA,2020-06-30,1508
Honda,Model C,Hybrid,149,229,69514,Brazil,2020-06-30,125
Kia,Model A,Diesel,305,219,34977,UK,2020-06-30,1259
Honda,Model D,Petrol,340,170,52510,Japan,2020-06-30,1300
Kia,Model E,Hybrid,398,152,38390,France,2020-06-30,559
Volkswagen,Model E,Electric,172,153,63499,Canada,2020-06-30,1919
BMW,Model A,Electric,198,196,31494,Brazil,2020-06-30,1112
Nissan,Model A,Diesel,309,232,83953,China,2020-06-30,1752
BMW,Model C,Diesel,490,77,60017,Germany,2020-06-30,1399
Toyota,Model C,Hybrid,335,202,60768,Germany,2020-06-30,1417
Kia,Model C,Diesel,169,106,59565,Japan,2020-06-30,1373
Toyota,Model A,Petrol,490,142,60753,USA,2020-06-30,1948
Mercedes,Model C,Hybrid,194,178,75924,UK,2020-06-30,1109
Hyundai,Model E,Diesel,358,104,54663,Brazil,2020-06-30,1134
Ford,Model A,Electric,107,91,101075,China,2020-06-30,1991
Audi,Model A,Hybrid,231,68,33953,Italy,2020-06-30,445
Toyota,Model C,Petrol,96,103,17376,UK,2020-06-30,334
Audi,Model B,Petrol,397,144,105657,France,2020-06-30,1726
Mercedes,Model E,Petrol,417,167,43566,Germany,2020-06-30,1796
Honda,Model E,Petrol,119,237,95050,Japan,2020-06-30,988
BMW,Model C,Petrol,424,185,77430,Germany,2020-06-30,330
Hyundai,Model E,Hybrid,428,197,53891,USA,2020-06-30,1787
Audi,Model B,Petrol,299,60,20852,Italy,2020-06-30,577
Volkswagen,Model C,Hybrid,236,205,27464,Germany,2020-06-30,424
Audi,Model E,Electric,159,94,110814,Italy,2020-06-30,1991
Nissan,Model E,Petrol,99,215,56278,UK,2020-06-30,578
Honda,Model A,Petrol,465,154,28066,UK,2020-06-30,1499
Toyota,Model D,Electric,253,183,64518,UK,2020-06-30,1317
Honda,Model A,Diesel,433,117,50455,Brazil,2020-06-30,1444
Ford,Model C,Diesel,319,87,43924,Germany,2020-06-30,1375
Nissan,Model B,Diesel,172,217,86991,Japan,2020-06-30,813
Volkswagen,Model B,Petrol,109,100,119196,Japan,2020-06-30,371
Nissan,Model E,Diesel,290,151,119776,Brazil,2020-06-30,1231
Mercedes,Model A,Diesel,89,238,90772,China,2020-06-30,791
Hyundai,Model C,Diesel,333,184,85753,Canada,2020-06-30,1475
Ford,Model D,Hybrid,307,156,70571,Italy,2020-06-30,1439
Volkswagen,Model C,Diesel,305,167,93902,Canada,2020-06-30,1721
Honda,Model D,Electric,153,230,77976,USA,2020-06-30,681
Audi,Model C,Electric,372,248,81843,Canada,2020-06-30,1159
Audi,Model D,Hybrid,71,113,76482,Japan,2020-06-30,703
Mercedes,Model A,Diesel,158,211,61289,France,2020-06-30,1702
Toyota,Model A,Electric,421,244,29566,Germany,2020-06-30,553
Volkswagen,Model A,Diesel,263,246,54650,UK,2020-06-30,837
Honda,Model B,Hybrid,75,135,89878,Canada,2020-06-30,1839
Hyundai,Model C,Hybrid,180,233,20529,USA,2020-06-30,1960
Volkswagen,Model A,Electric,312,114,31147,China,2020-06-30,833
Honda,Model B,Diesel,173,52,101523,Japan,2020-06-30,954
Mercedes,Model E,Electric,161,112,51273,Japan,2020-06-30,1226
Volkswagen,Model E,Hybrid,374,106,44933,Brazil,2020-06-30,1380
BMW,Model A,Diesel,426,154,110738,Japan,2020-06-30,510
Volkswagen,Model C,Diesel,287,143,56335,Canada,2020-06-30,1839
Toyota,Model C,Hybrid,387,146,78427,France,2020-06-30,657
Mercedes,Model A,Diesel,310,132,109914,Germany,2020-06-30,1869
Toyota,Model B,Petrol,209,103,53297,France,2020-06-30,32
Ford,Model B,Hybrid,232,56,104092,USA,2020-06-30,847
Nissan,Model C,Diesel,356,105,44996,Japan,2020-06-30,202
Hyundai,Model A,Hybrid,135,239,46801,Brazil,2020-06-30,1399
Honda,Model C,Petrol,492,138,103066,Spain,2020-06-30,1279
Mercedes,Model A,Diesel,269,119,119114,Spain,2020-06-30,1539
BMW,Model E,Hybrid,117,106,88445,Spain,2020-06-30,925
Hyundai,Model E,Hybrid,287,125,66877,Italy,2020-06-30,1839
BMW,Model E,Diesel,381,105,63195,Spain,2020-06-30,300
Nissan,Model D,Petrol,166,165,55379,Japan,2020-06-30,1929
Ford,Model A,Petrol,244,229,97945,France,2020-06-30,1367
Audi,Model B,Petrol,261,132,69138,Canada,2020-06-30,1650
Mercedes,Model B,Electric,130,180,41651,Japan,2020-06-30,1308
Volkswagen,Model A,Hybrid,332,56,102987,Canada,2020-06-30,1236
Kia,Model E,Petrol,87,74,20682,UK,2020-06-30,1872
Toyota,Model D,Diesel,298,221,113236,Brazil,2020-06-30,978
Volkswagen,Model B,Petrol,246,196,16836,Brazil,2020-06-30,142
Honda,Model B,Petrol,460,159,82732,China,2020-06-30,196
Hyundai,Model C,Petrol,235,225,80235,France,2020-06-30,1182
Toyota,Model E,Electric,141,68,64659,UK,2020-06-30,1071
Mercedes,Model E,Diesel,316,77,25990,Spain,2020-06-30,1186
Kia,Model E,Petrol,373,66,99107,Germany,2020-06-30,1371
Volkswagen,Model E,Diesel,180,89,90870,France,2020-06-30,1753
Mercedes,Model E,Hybrid,97,160,45873,Germany,2020-06-30,110
Mercedes,Model A,Petrol,385,191,36646,Germany,2020-06-30,1097
Nissan,Model D,Diesel,137,138,63534,Italy,2020-06-30,849
Mercedes,Model C,Petrol,242,222,22726,Brazil,2020-06-30,152
Toyota,Model B,Petrol,388,78,39048,Germany,2020-06-30,1249
Ford,Model B,Electric,143,143,117657,Brazil,2020-06-30,86
Mercedes,Model A,Diesel,127,184,43713,Canada,2020-06-30,1938
Kia,Model B,Hybrid,306,155,65477,Spain,2020-06-30,455
Volkswagen,Model D,Diesel,491,136,57364,Canada,2020-06-30,1868
Honda,Model E,Petrol,223,184,82179,France,2020-06-30,153
BMW,Model C,Diesel,281,178,110391,Japan,2020-06-30,1051
BMW,Model A,Petrol,430,197,41632,Italy,2020-06-30,833
Ford,Model D,Hybrid,239,247,75906,Japan,2020-06-30,1715
Audi,Model E,Hybrid,206,238,41035,Brazil,2020-06-30,86
Volkswagen,Model D,Electric,284,181,81078,Germany,2020-06-30,1101
Honda,Model C,Petrol,179,149,40235,UK,2020-06-30,872
Ford,Model D,Electric,327,97,88109,USA,2020-06-30,169
Honda,Model A,Diesel,289,242,28506,China,2020-06-30,408
Volkswagen,Model A,Petrol,425,108,45766,France,2020-06-30,926
Kia,Model B,Diesel,210,227,31078,Germany,2020-06-30,879
Honda,Model C,Electric,204,151,40012,Germany,2020-06-30,1366
Mercedes,Model C,Petrol,422,196,24782,Germany,2020-06-30,1184
BMW,Model E,Petrol,473,80,79103,Germany,2020-06-30,1685
Toyota,Model D,Electric,436,162,111024,UK,2020-06-30,1279
Hyundai,Model B,Electric,240,215,16039,Spain,2020-06-30,643
Audi,Model B,Diesel,341,198,24960,Italy,2020-06-30,700
Volkswagen,Model A,Diesel,338,223,27536,Germany,2020-06-30,609
Toyota,Model E,Electric,345,60,21860,Spain,2020-06-30,1243
Nissan,Model D,Petrol,97,195,110962,USA,2020-06-30,702
BMW,Model B,Electric,271,96,70519,Canada,2020-06-30,1352
Toyota,Model C,Electric,209,94,110253,Italy,2020-06-30,1141
Kia,Model E,Electric,71,78,100424,Spain,2020-06-30,850
